nohup: ignoring input
logisticRg(
  (lr): Sequential(
    (0): Linear(in_features=784, out_features=10, bias=True)
  )
)
Epoch:  0 | train loss: 2.3364 | test accuracy: 0.2835
Epoch:  2 | train loss: 0.4059 | test accuracy: 0.9151
Epoch:  2 | train loss: 0.1316 | test accuracy: 0.9142
Epoch:  2 | train loss: 0.3347 | test accuracy: 0.9097
Epoch:  2 | train loss: 0.2476 | test accuracy: 0.9065
Epoch:  2 | train loss: 0.1184 | test accuracy: 0.9104
Epoch:  2 | train loss: 0.6576 | test accuracy: 0.9145
Epoch:  2 | train loss: 0.2661 | test accuracy: 0.9107
Epoch:  2 | train loss: 0.7629 | test accuracy: 0.9122
Epoch:  2 | train loss: 0.4181 | test accuracy: 0.9045
Epoch:  2 | train loss: 0.0981 | test accuracy: 0.9058
Epoch:  2 | train loss: 0.2007 | test accuracy: 0.9139
Epoch:  2 | train loss: 0.3288 | test accuracy: 0.9122
Epoch:  2 | train loss: 0.4515 | test accuracy: 0.9159
Epoch:  2 | train loss: 0.3293 | test accuracy: 0.9099
Epoch:  2 | train loss: 0.1143 | test accuracy: 0.9124
Epoch:  2 | train loss: 0.1326 | test accuracy: 0.9137
Epoch:  2 | train loss: 0.3569 | test accuracy: 0.9195
Epoch:  2 | train loss: 0.1916 | test accuracy: 0.9154
Epoch:  2 | train loss: 0.4593 | test accuracy: 0.9011
Epoch:  2 | train loss: 0.8702 | test accuracy: 0.9135
Epoch:  2 | train loss: 0.1207 | test accuracy: 0.9039
Epoch:  2 | train loss: 0.1892 | test accuracy: 0.9132
Epoch:  2 | train loss: 0.5984 | test accuracy: 0.9129
Epoch:  2 | train loss: 0.4119 | test accuracy: 0.9062
Epoch:  2 | train loss: 0.1288 | test accuracy: 0.9142
Epoch:  3 | train loss: 0.5192 | test accuracy: 0.9106
Epoch:  3 | train loss: 0.2975 | test accuracy: 0.9015
Epoch:  3 | train loss: 0.1183 | test accuracy: 0.9030
Epoch:  3 | train loss: 0.5512 | test accuracy: 0.9116
Epoch:  3 | train loss: 0.0603 | test accuracy: 0.9135
Epoch:  3 | train loss: 0.0395 | test accuracy: 0.9143
Epoch:  3 | train loss: 0.1787 | test accuracy: 0.9118
Epoch:  3 | train loss: 0.6307 | test accuracy: 0.9200
Epoch:  3 | train loss: 0.2510 | test accuracy: 0.9188
Epoch:  3 | train loss: 0.0755 | test accuracy: 0.9122
Epoch:  3 | train loss: 0.2009 | test accuracy: 0.9136
Epoch:  3 | train loss: 0.0276 | test accuracy: 0.9146
Epoch:  3 | train loss: 0.3061 | test accuracy: 0.9085
Epoch:  3 | train loss: 0.1963 | test accuracy: 0.9160
Epoch:  3 | train loss: 0.3498 | test accuracy: 0.9161
Epoch:  3 | train loss: 0.1884 | test accuracy: 0.9134
Epoch:  3 | train loss: 0.5216 | test accuracy: 0.9154
Epoch:  3 | train loss: 0.0647 | test accuracy: 0.9159
Epoch:  3 | train loss: 0.2153 | test accuracy: 0.9150
Epoch:  3 | train loss: 0.2686 | test accuracy: 0.9091
Epoch:  3 | train loss: 0.1608 | test accuracy: 0.9195
Epoch:  3 | train loss: 0.2883 | test accuracy: 0.9222
Epoch:  3 | train loss: 0.3364 | test accuracy: 0.8977
Epoch:  3 | train loss: 0.3910 | test accuracy: 0.9084
Epoch:  3 | train loss: 0.4208 | test accuracy: 0.9048
Epoch:  3 | train loss: 0.3222 | test accuracy: 0.9103
Epoch:  3 | train loss: 0.2948 | test accuracy: 0.9126
Epoch:  3 | train loss: 0.7349 | test accuracy: 0.9116
Epoch:  3 | train loss: 0.3355 | test accuracy: 0.9145
Epoch:  3 | train loss: 0.6653 | test accuracy: 0.9192
Epoch:  3 | train loss: 0.1344 | test accuracy: 0.9024
Epoch:  3 | train loss: 0.3115 | test accuracy: 0.9146
Epoch:  3 | train loss: 0.0988 | test accuracy: 0.9153
Epoch:  3 | train loss: 0.5642 | test accuracy: 0.9091
Epoch:  3 | train loss: 0.0318 | test accuracy: 0.9167
Epoch:  3 | train loss: 0.4390 | test accuracy: 0.9196
Epoch:  3 | train loss: 0.1126 | test accuracy: 0.9181
Epoch:  3 | train loss: 0.2560 | test accuracy: 0.9096
Epoch:  4 | train loss: 0.1276 | test accuracy: 0.9188
Epoch:  4 | train loss: 0.3716 | test accuracy: 0.9074
Epoch:  4 | train loss: 0.1572 | test accuracy: 0.9165
Epoch:  4 | train loss: 0.1177 | test accuracy: 0.9202
Epoch:  4 | train loss: 0.6056 | test accuracy: 0.9181
Epoch:  4 | train loss: 0.3314 | test accuracy: 0.9182
Epoch:  4 | train loss: 0.2016 | test accuracy: 0.9078
Epoch:  4 | train loss: 0.4445 | test accuracy: 0.9154
Epoch:  4 | train loss: 0.3020 | test accuracy: 0.9132
Epoch:  4 | train loss: 0.1091 | test accuracy: 0.9131
Epoch:  4 | train loss: 0.2588 | test accuracy: 0.9134
Epoch:  4 | train loss: 1.2167 | test accuracy: 0.9145
Epoch:  4 | train loss: 0.4621 | test accuracy: 0.9087
Epoch:  4 | train loss: 0.1053 | test accuracy: 0.9137
Epoch:  4 | train loss: 0.3767 | test accuracy: 0.9160
Epoch:  4 | train loss: 0.4767 | test accuracy: 0.9097
Epoch:  4 | train loss: 0.2212 | test accuracy: 0.9150
Epoch:  4 | train loss: 0.6803 | test accuracy: 0.9156
Epoch:  4 | train loss: 0.4799 | test accuracy: 0.9029
Epoch:  4 | train loss: 0.4168 | test accuracy: 0.9117
Epoch:  4 | train loss: 0.2811 | test accuracy: 0.9124
Epoch:  4 | train loss: 0.3892 | test accuracy: 0.9156
Epoch:  4 | train loss: 1.0183 | test accuracy: 0.9111
Epoch:  4 | train loss: 0.4115 | test accuracy: 0.9165
Epoch:  4 | train loss: 0.1933 | test accuracy: 0.9114
Epoch:  4 | train loss: 0.1534 | test accuracy: 0.9095
Epoch:  4 | train loss: 0.6471 | test accuracy: 0.9101
Epoch:  4 | train loss: 0.3588 | test accuracy: 0.9129
Epoch:  4 | train loss: 0.2244 | test accuracy: 0.9144
Epoch:  4 | train loss: 0.2370 | test accuracy: 0.9120
Epoch:  4 | train loss: 0.2417 | test accuracy: 0.9159
Epoch:  4 | train loss: 0.0548 | test accuracy: 0.9098
Epoch:  4 | train loss: 0.0588 | test accuracy: 0.9052
Epoch:  4 | train loss: 0.6962 | test accuracy: 0.9125
Epoch:  4 | train loss: 0.8078 | test accuracy: 0.9089
Epoch:  4 | train loss: 0.0648 | test accuracy: 0.9136
Epoch:  4 | train loss: 0.0746 | test accuracy: 0.9160
Epoch:  4 | train loss: 0.2950 | test accuracy: 0.9120
Epoch:  5 | train loss: 0.0619 | test accuracy: 0.9130
Epoch:  5 | train loss: 1.2916 | test accuracy: 0.9129
Epoch:  5 | train loss: 0.0766 | test accuracy: 0.9162
Epoch:  5 | train loss: 0.2112 | test accuracy: 0.9172
Epoch:  5 | train loss: 0.1975 | test accuracy: 0.9027
Epoch:  5 | train loss: 0.0514 | test accuracy: 0.9154
Epoch:  5 | train loss: 0.2200 | test accuracy: 0.9111
Epoch:  5 | train loss: 0.1262 | test accuracy: 0.9200
Epoch:  5 | train loss: 0.4025 | test accuracy: 0.9125
Epoch:  5 | train loss: 0.0841 | test accuracy: 0.9098
Epoch:  5 | train loss: 0.2013 | test accuracy: 0.9057
Epoch:  5 | train loss: 0.0157 | test accuracy: 0.9146
Epoch:  5 | train loss: 0.3422 | test accuracy: 0.9155
Epoch:  5 | train loss: 0.4642 | test accuracy: 0.9108
Epoch:  5 | train loss: 0.3252 | test accuracy: 0.9122
Epoch:  5 | train loss: 0.0926 | test accuracy: 0.8962
Epoch:  5 | train loss: 0.1197 | test accuracy: 0.9004
Epoch:  5 | train loss: 0.0340 | test accuracy: 0.9089
Epoch:  5 | train loss: 0.0627 | test accuracy: 0.9119
Epoch:  5 | train loss: 0.2427 | test accuracy: 0.9068
Epoch:  5 | train loss: 0.1785 | test accuracy: 0.9103
Epoch:  5 | train loss: 0.3040 | test accuracy: 0.9145
Epoch:  5 | train loss: 0.3875 | test accuracy: 0.9122
Epoch:  5 | train loss: 0.2889 | test accuracy: 0.9166
Epoch:  5 | train loss: 0.2307 | test accuracy: 0.9115
Epoch:  5 | train loss: 0.2601 | test accuracy: 0.9075
Epoch:  5 | train loss: 0.1449 | test accuracy: 0.9134
Epoch:  5 | train loss: 0.2772 | test accuracy: 0.9132
Epoch:  5 | train loss: 0.1194 | test accuracy: 0.9186
Epoch:  5 | train loss: 0.0658 | test accuracy: 0.9065
Epoch:  5 | train loss: 0.1981 | test accuracy: 0.9132
Epoch:  5 | train loss: 0.2076 | test accuracy: 0.9129
Epoch:  5 | train loss: 0.3823 | test accuracy: 0.9149
Epoch:  5 | train loss: 0.5435 | test accuracy: 0.9109
Epoch:  5 | train loss: 0.0689 | test accuracy: 0.9166
Epoch:  5 | train loss: 0.4118 | test accuracy: 0.9183
Epoch:  5 | train loss: 0.1379 | test accuracy: 0.9155
Epoch:  5 | train loss: 0.0661 | test accuracy: 0.8943
Epoch:  6 | train loss: 0.8268 | test accuracy: 0.9105
Epoch:  6 | train loss: 0.2182 | test accuracy: 0.9128
Epoch:  6 | train loss: 0.1819 | test accuracy: 0.9187
Epoch:  6 | train loss: 0.0450 | test accuracy: 0.9147
Epoch:  6 | train loss: 0.2098 | test accuracy: 0.9025
Epoch:  6 | train loss: 0.1572 | test accuracy: 0.9079
Epoch:  6 | train loss: 0.0665 | test accuracy: 0.9095
Epoch:  6 | train loss: 0.3365 | test accuracy: 0.9075
Epoch:  6 | train loss: 0.1092 | test accuracy: 0.9114
Epoch:  6 | train loss: 0.3233 | test accuracy: 0.8928
Epoch:  6 | train loss: 0.1257 | test accuracy: 0.9184
Epoch:  6 | train loss: 0.1964 | test accuracy: 0.9068
Epoch:  6 | train loss: 0.1588 | test accuracy: 0.9143
Epoch:  6 | train loss: 0.1775 | test accuracy: 0.9005
Epoch:  6 | train loss: 0.5197 | test accuracy: 0.9121
Epoch:  6 | train loss: 0.2244 | test accuracy: 0.9081
Epoch:  6 | train loss: 0.3022 | test accuracy: 0.9104
Epoch:  6 | train loss: 0.4560 | test accuracy: 0.9130
Epoch:  6 | train loss: 0.9803 | test accuracy: 0.9124
Epoch:  6 | train loss: 0.4343 | test accuracy: 0.9163
Epoch:  6 | train loss: 0.2347 | test accuracy: 0.9146
Epoch:  6 | train loss: 0.1162 | test accuracy: 0.9129
Epoch:  6 | train loss: 0.1648 | test accuracy: 0.9089
Epoch:  6 | train loss: 0.1761 | test accuracy: 0.9156
Epoch:  6 | train loss: 0.4608 | test accuracy: 0.9147
Epoch:  6 | train loss: 0.1312 | test accuracy: 0.9102
Epoch:  6 | train loss: 0.8161 | test accuracy: 0.9165
Epoch:  6 | train loss: 0.1237 | test accuracy: 0.9168
Epoch:  6 | train loss: 0.5929 | test accuracy: 0.9038
Epoch:  6 | train loss: 0.1137 | test accuracy: 0.9107
Epoch:  6 | train loss: 0.3808 | test accuracy: 0.9136
Epoch:  6 | train loss: 0.9778 | test accuracy: 0.9176
Epoch:  6 | train loss: 0.1181 | test accuracy: 0.9174
Epoch:  6 | train loss: 0.4537 | test accuracy: 0.9091
Epoch:  6 | train loss: 0.0645 | test accuracy: 0.9057
Epoch:  6 | train loss: 0.3906 | test accuracy: 0.9186
Epoch:  6 | train loss: 0.3317 | test accuracy: 0.9128
Epoch:  6 | train loss: 0.4497 | test accuracy: 0.9095
Epoch:  7 | train loss: 0.3010 | test accuracy: 0.9114
Epoch:  7 | train loss: 0.1702 | test accuracy: 0.9178
Epoch:  7 | train loss: 0.3159 | test accuracy: 0.9133
Epoch:  7 | train loss: 0.1578 | test accuracy: 0.9169
Epoch:  7 | train loss: 0.3213 | test accuracy: 0.9123
Epoch:  7 | train loss: 0.3517 | test accuracy: 0.9163
Epoch:  7 | train loss: 0.1143 | test accuracy: 0.9091
Epoch:  7 | train loss: 0.1377 | test accuracy: 0.9194
Epoch:  7 | train loss: 0.3748 | test accuracy: 0.9005
Epoch:  7 | train loss: 0.3002 | test accuracy: 0.9210
Epoch:  7 | train loss: 0.1158 | test accuracy: 0.9026
Epoch:  7 | train loss: 0.2647 | test accuracy: 0.9071
Epoch:  7 | train loss: 0.0861 | test accuracy: 0.9133
Epoch:  7 | train loss: 0.2107 | test accuracy: 0.9168
Epoch:  7 | train loss: 0.6503 | test accuracy: 0.9139
Epoch:  7 | train loss: 0.1725 | test accuracy: 0.9078
Epoch:  7 | train loss: 0.5455 | test accuracy: 0.9168
Epoch:  7 | train loss: 0.1838 | test accuracy: 0.9182
Epoch:  7 | train loss: 0.0672 | test accuracy: 0.9127
Epoch:  7 | train loss: 0.1987 | test accuracy: 0.9032
Epoch:  7 | train loss: 0.2922 | test accuracy: 0.9144
Epoch:  7 | train loss: 0.2851 | test accuracy: 0.9212
Epoch:  7 | train loss: 0.3469 | test accuracy: 0.9176
Epoch:  7 | train loss: 0.2587 | test accuracy: 0.9043
Epoch:  7 | train loss: 0.1210 | test accuracy: 0.9069
Epoch:  7 | train loss: 0.3392 | test accuracy: 0.9172
Epoch:  7 | train loss: 0.2398 | test accuracy: 0.9022
Epoch:  7 | train loss: 0.2838 | test accuracy: 0.8995
Epoch:  7 | train loss: 0.2419 | test accuracy: 0.9193
Epoch:  7 | train loss: 0.1733 | test accuracy: 0.9096
Epoch:  7 | train loss: 0.3789 | test accuracy: 0.9061
Epoch:  7 | train loss: 0.0857 | test accuracy: 0.9116
Epoch:  7 | train loss: 0.0677 | test accuracy: 0.9096
Epoch:  7 | train loss: 0.1154 | test accuracy: 0.9091
Epoch:  7 | train loss: 0.1846 | test accuracy: 0.9030
Epoch:  7 | train loss: 0.4434 | test accuracy: 0.9095
Epoch:  7 | train loss: 0.4054 | test accuracy: 0.9100
Epoch:  7 | train loss: 0.1592 | test accuracy: 0.9127
Epoch:  8 | train loss: 0.1192 | test accuracy: 0.9018
Epoch:  8 | train loss: 0.1558 | test accuracy: 0.9038
Epoch:  8 | train loss: 0.0285 | test accuracy: 0.9104
Epoch:  8 | train loss: 0.1231 | test accuracy: 0.9100
Epoch:  8 | train loss: 0.4259 | test accuracy: 0.9050
Epoch:  8 | train loss: 0.0724 | test accuracy: 0.9119
Epoch:  8 | train loss: 0.2066 | test accuracy: 0.9128
Epoch:  8 | train loss: 0.4051 | test accuracy: 0.9155
Epoch:  8 | train loss: 0.1698 | test accuracy: 0.9133
Epoch:  8 | train loss: 0.1181 | test accuracy: 0.9186
Epoch:  8 | train loss: 0.6759 | test accuracy: 0.9174
Epoch:  8 | train loss: 0.3547 | test accuracy: 0.9179
Epoch:  8 | train loss: 0.5090 | test accuracy: 0.9151
Epoch:  8 | train loss: 0.2997 | test accuracy: 0.9118
Epoch:  8 | train loss: 0.0353 | test accuracy: 0.9101
Epoch:  8 | train loss: 0.1491 | test accuracy: 0.8931
Epoch:  8 | train loss: 0.5638 | test accuracy: 0.9158
Epoch:  8 | train loss: 0.2911 | test accuracy: 0.9154
Epoch:  8 | train loss: 0.0996 | test accuracy: 0.9148
Epoch:  8 | train loss: 0.9985 | test accuracy: 0.9153
Epoch:  8 | train loss: 0.1549 | test accuracy: 0.8990
Epoch:  8 | train loss: 0.3441 | test accuracy: 0.9135
Epoch:  8 | train loss: 0.5519 | test accuracy: 0.9116
Epoch:  8 | train loss: 0.2444 | test accuracy: 0.9136
Epoch:  8 | train loss: 0.4513 | test accuracy: 0.9101
Epoch:  8 | train loss: 0.1707 | test accuracy: 0.9000
Epoch:  8 | train loss: 0.1657 | test accuracy: 0.9170
Epoch:  8 | train loss: 0.0595 | test accuracy: 0.9140
Epoch:  8 | train loss: 0.1019 | test accuracy: 0.9179
Epoch:  8 | train loss: 1.0685 | test accuracy: 0.9014
Epoch:  8 | train loss: 0.1925 | test accuracy: 0.9080
Epoch:  8 | train loss: 0.5535 | test accuracy: 0.9214
Epoch:  8 | train loss: 0.1495 | test accuracy: 0.9144
Epoch:  8 | train loss: 0.0743 | test accuracy: 0.9182
Epoch:  8 | train loss: 0.1188 | test accuracy: 0.9109
Epoch:  8 | train loss: 0.4646 | test accuracy: 0.9155
Epoch:  8 | train loss: 0.2795 | test accuracy: 0.9006
Epoch:  8 | train loss: 0.3956 | test accuracy: 0.9181
Epoch:  9 | train loss: 0.3312 | test accuracy: 0.9143
Epoch:  9 | train loss: 0.1276 | test accuracy: 0.9161
Epoch:  9 | train loss: 0.1053 | test accuracy: 0.9129
Epoch:  9 | train loss: 0.0887 | test accuracy: 0.9160
Epoch:  9 | train loss: 0.0804 | test accuracy: 0.9148
Epoch:  9 | train loss: 0.3162 | test accuracy: 0.9175
Epoch:  9 | train loss: 0.3886 | test accuracy: 0.8961
Epoch:  9 | train loss: 0.2322 | test accuracy: 0.9170
Epoch:  9 | train loss: 0.4947 | test accuracy: 0.9129
Epoch:  9 | train loss: 0.2870 | test accuracy: 0.9172
Epoch:  9 | train loss: 0.2789 | test accuracy: 0.9077
Epoch:  9 | train loss: 0.0502 | test accuracy: 0.9079
Epoch:  9 | train loss: 0.6633 | test accuracy: 0.8986
Epoch:  9 | train loss: 0.2371 | test accuracy: 0.9074
Epoch:  9 | train loss: 0.3693 | test accuracy: 0.9044
Epoch:  9 | train loss: 0.3345 | test accuracy: 0.9108
Epoch:  9 | train loss: 0.1364 | test accuracy: 0.9156
Epoch:  9 | train loss: 0.2305 | test accuracy: 0.9093
Epoch:  9 | train loss: 0.3439 | test accuracy: 0.9043
Epoch:  9 | train loss: 0.3391 | test accuracy: 0.9109
Epoch:  9 | train loss: 0.2128 | test accuracy: 0.9153
Epoch:  9 | train loss: 0.1933 | test accuracy: 0.9102
Epoch:  9 | train loss: 0.1428 | test accuracy: 0.9044
Epoch:  9 | train loss: 0.1718 | test accuracy: 0.9074
Epoch:  9 | train loss: 0.1221 | test accuracy: 0.9173
Epoch:  9 | train loss: 0.4362 | test accuracy: 0.9071
Epoch:  9 | train loss: 0.2203 | test accuracy: 0.9110
Epoch:  9 | train loss: 0.5041 | test accuracy: 0.9040
Epoch:  9 | train loss: 0.5493 | test accuracy: 0.9140
Epoch:  9 | train loss: 0.6519 | test accuracy: 0.9090
Epoch:  9 | train loss: 0.3037 | test accuracy: 0.9122
Epoch:  9 | train loss: 0.0663 | test accuracy: 0.9142
Epoch:  9 | train loss: 0.4312 | test accuracy: 0.9055
Epoch:  9 | train loss: 0.2851 | test accuracy: 0.9154
Epoch:  9 | train loss: 0.2424 | test accuracy: 0.9050
Epoch:  9 | train loss: 0.2006 | test accuracy: 0.9073
Epoch:  9 | train loss: 0.6268 | test accuracy: 0.8996
Epoch:  9 | train loss: 0.2384 | test accuracy: 0.9099
DecisionTreeClassifier()
Decision Tree | test accuracy: 0.8762
Decision Tree | test accuracy: 0.8738
Decision Tree | test accuracy: 0.8763
Decision Tree | test accuracy: 0.8780
Decision Tree | test accuracy: 0.8760
Decision Tree | test accuracy: 0.8781
Decision Tree | test accuracy: 0.8767
Decision Tree | test accuracy: 0.8776
Decision Tree | test accuracy: 0.8787
Decision Tree | test accuracy: 0.8801
CNN(
  (conv1): Sequential(
    (0): Conv2d(1, 16, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (conv2): Sequential(
    (0): Conv2d(16, 32, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (out): Linear(in_features=1568, out_features=10, bias=True)
)
Epoch:  0 | train loss: 2.3140 | test accuracy: 0.1003
Epoch:  0 | train loss: 0.2725 | test accuracy: 0.9010
Epoch:  0 | train loss: 0.1911 | test accuracy: 0.9165
Epoch:  0 | train loss: 0.3674 | test accuracy: 0.9277
Epoch:  0 | train loss: 0.0807 | test accuracy: 0.9529
Epoch:  0 | train loss: 0.2722 | test accuracy: 0.9559
Epoch:  0 | train loss: 0.3057 | test accuracy: 0.9635
Epoch:  0 | train loss: 0.0889 | test accuracy: 0.9594
Epoch:  0 | train loss: 0.1787 | test accuracy: 0.9612
Epoch:  0 | train loss: 0.3450 | test accuracy: 0.9633
Epoch:  0 | train loss: 0.2192 | test accuracy: 0.9590
Epoch:  0 | train loss: 0.1789 | test accuracy: 0.9667
Epoch:  0 | train loss: 0.0250 | test accuracy: 0.9706
Epoch:  0 | train loss: 0.8155 | test accuracy: 0.9746
Epoch:  0 | train loss: 0.1662 | test accuracy: 0.9686
Epoch:  0 | train loss: 0.1837 | test accuracy: 0.9683
Epoch:  0 | train loss: 0.0636 | test accuracy: 0.9737
Epoch:  0 | train loss: 0.3686 | test accuracy: 0.9717
Epoch:  0 | train loss: 0.0769 | test accuracy: 0.9740
Epoch:  0 | train loss: 0.1512 | test accuracy: 0.9748
Epoch:  0 | train loss: 0.2202 | test accuracy: 0.9701
Epoch:  0 | train loss: 0.0360 | test accuracy: 0.9642
Epoch:  0 | train loss: 0.0643 | test accuracy: 0.9664
Epoch:  0 | train loss: 0.1795 | test accuracy: 0.9726
Epoch:  0 | train loss: 0.0292 | test accuracy: 0.9725
Epoch:  0 | train loss: 0.0166 | test accuracy: 0.9775
Epoch:  0 | train loss: 0.1709 | test accuracy: 0.9762
Epoch:  0 | train loss: 0.1862 | test accuracy: 0.9687
Epoch:  0 | train loss: 0.0495 | test accuracy: 0.9767
Epoch:  0 | train loss: 0.0252 | test accuracy: 0.9739
Epoch:  0 | train loss: 0.3229 | test accuracy: 0.9763
Epoch:  0 | train loss: 0.1661 | test accuracy: 0.9768
Epoch:  0 | train loss: 0.0034 | test accuracy: 0.9601
Epoch:  0 | train loss: 0.0356 | test accuracy: 0.9701
Epoch:  0 | train loss: 0.1470 | test accuracy: 0.9759
Epoch:  0 | train loss: 0.2917 | test accuracy: 0.9646
Epoch:  0 | train loss: 0.0223 | test accuracy: 0.9735
Epoch:  0 | train loss: 0.0462 | test accuracy: 0.9801
